Id,Title,Description,Status,Priority,Assigned,CreatedDate,UpdatedDate,TaskCode,ProjectId
195,Исправить проблему drag and drop,Интегрировать с внешними сервисами,InProgress,Medium,maria,2026-04-03T00:00:00,2026-04-09T00:00:00,KAN-195,4
196,Исправить загрузку аватаров,Добавить проверку токена,Done,Medium,alex,2026-02-01T00:00:00,2026-02-02T00:00:00,KAN-196,1
197,Добавить дедлайны задач,Оптимизировать транзакции,Done,Low,alex,2026-01-25T00:00:00,,KAN-197,1
198,Оптимизировать запросы базы данных,Добавить роли пользователей,InProgress,Medium,john,2026-01-17T00:00:00,2026-01-19T00:00:00,KAN-198,5
199,Добавить уведомления,Оптимизировать текущую реализацию,InProgress,Medium,maria,2026-03-08T00:00:00,2026-03-28T00:00:00,KAN-199,3
200,Добавить обработку ошибок БД,Исправить проблему с блокировками,InProgress,Medium,ivan,2026-03-08T00:00:00,2026-03-28T00:00:00,KAN-200,3
201,Реализовать дополнительную бизнес-логику,Добавить роли пользователей,Done,Low,anna|ivan,2026-03-26T00:00:00,2026-04-05T00:00:00,KAN-201,5
202,Оптимизировать запросы базы данных,Реализовать кэширование запросов,Done,High,john|maria,2026-01-12T00:00:00,2026-01-19T00:00:00,KAN-202,2
203,Добавить настройку частоты уведомлений,Оптимизировать транзакции,ToDo,High,alex,2026-02-24T00:00:00,,KAN-203,4
204,Исправить нестабильное поведение функции,Оптимизировать отправку сообщений,Done,Medium,john,2026-02-08T00:00:00,2026-02-09T00:00:00,KAN-204,1
205,Добавить восстановление пароля,Необходимо улучшить производительность запроса,InProgress,Medium,anna|maria,2026-02-09T00:00:00,2026-02-24T00:00:00,KAN-205,3
206,Добавить метки задач,Добавить метки задач,Review,Low,maria,2026-01-28T00:00:00,2026-02-01T00:00:00,KAN-206,3
207,Обновить механизм сессий,Добавить журнал активности,Done,Medium,maria|ivan,2026-03-26T00:00:00,,KAN-207,5
208,Проверить целостность данных,Реализовать обработку ошибок отправки,Review,Low,alex,2026-02-17T00:00:00,2026-02-24T00:00:00,KAN-208,1
209,Реализовать шаблоны уведомлений,Улучшить проверку логина,Review,High,olga|anna,2026-04-10T00:00:00,2026-04-27T00:00:00,KAN-209,5
210,Реализовать шаблоны уведомлений,Добавить журнал изменений БД,Review,Low,anna|alex,2026-02-02T00:00:00,,KAN-210,1
211,Реализовать шаблоны уведомлений,Необходимо улучшить производительность запроса,Done,Low,maria,2026-01-23T00:00:00,2026-02-07T00:00:00,KAN-211,3
212,Исправить проблему с блокировками,Добавить журнал отправленных уведомлений,InProgress,Low,maria|olga,2026-02-21T00:00:00,2026-02-22T00:00:00,KAN-212,2
213,Добавить индексы для таблиц,Добавить новые связи между таблицами,Done,Medium,ivan,2026-02-15T00:00:00,,KAN-213,2
214,Интегрировать с внешними сервисами,Добавить страницу настроек проекта,ToDo,Low,john|maria,2026-01-15T00:00:00,2026-01-25T00:00:00,KAN-214,1
215,Добавить двухфакторную аутентификацию,Реализовать дополнительную бизнес-логику,Review,Medium,ivan|alex,2026-01-17T00:00:00,2026-02-05T00:00:00,KAN-215,5
216,Добавить страницу настроек проекта,Интегрировать с внешними сервисами,ToDo,Low,anna|alex,2026-01-20T00:00:00,2026-01-24T00:00:00,KAN-216,1
217,Добавить индексы для таблиц,Проверить целостность данных,ToDo,High,maria|olga,2026-01-03T00:00:00,2026-01-21T00:00:00,KAN-217,1
218,Добавить метки задач,Исправить проблему drag and drop,InProgress,Medium,john|ivan,2026-01-06T00:00:00,,KAN-218,4
219,Реализовать новую функцию интерфейса,Обновить интерфейс страницы,InProgress,Medium,olga,2026-01-04T00:00:00,2026-01-13T00:00:00,KAN-219,4
220,Добавить восстановление пароля,Обновить интерфейс страницы,InProgress,Low,anna,2026-02-26T00:00:00,2026-03-04T00:00:00,KAN-220,2
221,Реализовать поиск задач,Исправить нестабильное поведение функции,Review,Medium,john,2026-01-08T00:00:00,,KAN-221,4
222,Улучшить производительность доски,Иногда возникает ошибка при работе с API,InProgress,Medium,anna|maria,2026-01-15T00:00:00,2026-01-28T00:00:00,KAN-222,5
223,Оптимизировать транзакции,Добавить новые связи между таблицами,InProgress,Low,john,2026-02-28T00:00:00,2026-03-14T00:00:00,KAN-223,2
224,Исправить ошибку регистрации,Добавить новую возможность для пользователей,Review,Low,maria,2026-04-03T00:00:00,,KAN-224,2
225,Добавить проверку токена,Добавить проверку данных,InProgress,Low,olga,2026-04-08T00:00:00,2026-04-23T00:00:00,KAN-225,2
226,Реализовать кэширование запросов,Оптимизировать отправку сообщений,ToDo,Low,ivan,2026-01-08T00:00:00,2026-01-22T00:00:00,KAN-226,5
227,Улучшить проверку логина,Необходимо улучшить производительность запроса,InProgress,Medium,john|alex,2026-01-16T00:00:00,2026-02-05T00:00:00,KAN-227,3
228,Улучшить проверку логина,Добавить новую возможность для пользователей,Done,Low,ivan,2026-03-13T00:00:00,2026-03-18T00:00:00,KAN-228,5
229,Добавить индексы для таблиц,Добавить журнал активности,InProgress,Low,olga,2026-03-23T00:00:00,2026-04-03T00:00:00,KAN-229,2
230,Добавить метки задач,Исправить ошибку регистрации,Review,Medium,anna,2026-01-29T00:00:00,,KAN-230,3
231,Проверить целостность данных,Добавить журнал активности,Review,Medium,john,2026-03-30T00:00:00,,KAN-231,2
232,Добавить индексы для таблиц,Добавить двухфакторную аутентификацию,InProgress,High,ivan|maria,2026-03-07T00:00:00,2026-03-08T00:00:00,KAN-232,3
233,Реализовать отправку email,Необходимо улучшить производительность запроса,InProgress,Medium,alex|john,2026-02-20T00:00:00,2026-03-04T00:00:00,KAN-233,5
234,Добавить дедлайны задач,Рефакторинг авторизации,InProgress,High,ivan,2026-04-01T00:00:00,2026-04-08T00:00:00,KAN-234,5
235,Добавить индексы для таблиц,Добавить роли пользователей,InProgress,High,john,2026-02-21T00:00:00,2026-03-03T00:00:00,KAN-235,4
236,Исправить проблему drag and drop,Реализовать поиск задач,Done,Medium,john|maria,2026-01-23T00:00:00,2026-02-04T00:00:00,KAN-236,4
